54.479519983 6.941434000 28.894956000 39,341,110,604 37,575,636,314 0.96 934,991 22,655
53.668077865 7.086046000 28.135729000 38,119,911,984 35,324,667,668 0.93 934,894 2,809
52.857388240 7.036688000 27.718622000 38,044,807,969 35,322,975,608 0.93 934,753 2,685
52.483021843 6.525887000 27.909337000 37,144,398,054 35,368,177,627 0.95 934,678 2,546
52.902368573 6.921458000 27.954967000 37,853,918,688 35,440,408,817 0.94 934,743 2,802
52.717196053 6.762973000 27.916199000 37,705,866,462 35,447,572,486 0.94 934,689 2,807
52.988642045 6.583168000 28.295675000 37,908,577,893 35,434,753,671 0.93 934,515 2,811
52.739076873 6.421193000 28.252928000 37,638,137,476 35,414,103,528 0.94 934,450 2,805
52.424755841 6.164090000 28.220858000 37,467,582,221 35,420,214,557 0.95 934,496 2,624
53.056562652 6.423192000 28.395274000 37,926,763,649 35,416,728,204 0.93 934,464 2,809
