59.732602797 14.245443000 28.529942000 64,584,076,044 51,758,199,808 0.80 804,070 43,005
98.128966558 17.470712000 50.385157000 89,975,280,781 71,448,008,751 0.79 1,579,052 27,066
87.811691428 15.221142000 44.932704000 80,781,706,073 63,454,133,218 0.79 1,411,762 23,832
67.609820152 14.126519000 33.623153000 68,725,770,693 55,592,634,531 0.81 1,047,292 28,109
79.678375942 15.404212000 40.469808000 76,635,511,810 61,737,731,585 0.81 1,238,287 27,604
99.267710032 17.201571000 51.277635000 89,696,627,981 71,685,594,220 0.80 1,579,366 27,575
90.528397154 15.429826000 46.605283000 80,674,412,421 63,448,332,178 0.79 1,412,493 23,701
71.110283368 14.092508000 36.137680000 71,135,516,023 55,505,702,542 0.78 1,045,931 27,232
81.847648503 15.245558000 42.110251000 78,008,462,400 61,732,263,872 0.79 1,238,645 28,057
99.973983042 17.783532000 51.231373000 90,172,469,864 71,932,116,862 0.80 1,579,804 27,631
