52.111428423 6.652972000 27.410989000 35,586,951,528 35,464,272,662 1.00 935,928 19,657
52.251414837 6.353913000 27.761538000 35,398,369,997 33,275,994,581 0.94 935,050 3,349
51.885499211 6.606344000 27.138467000 34,959,194,008 33,249,080,231 0.95 934,852 3,344
51.833482451 6.596675000 27.159448000 35,304,407,195 33,252,210,917 0.94 934,899 3,357
51.975355269 6.714442000 27.178644000 35,341,850,021 33,250,381,533 0.94 935,185 3,202
52.058470418 6.369990000 27.717251000 34,491,581,711 33,253,813,095 0.96 934,968 3,342
51.805819332 6.751657000 26.981747000 35,486,608,226 33,250,111,861 0.94 935,004 3,351
51.628763823 6.128366000 27.513264000 34,678,673,055 33,255,369,700 0.96 934,864 3,344
52.496467052 6.556877000 27.765928000 35,372,222,003 33,254,515,017 0.94 934,884 3,344
51.719869981 6.570585000 27.067798000 35,153,615,421 33,248,327,251 0.95 934,864 3,350
