4.106119251 3.710488000 1.200668000 14,813,056,748 20,167,884,854 1.36 876 45,298
4.606512415 3.819458000 1.165139000 14,865,214,668 19,267,650,889 1.30 491 43,404
4.793139373 4.750785000 1.199079000 18,219,490,042 23,654,821,967 1.30 1,194 47,971
4.788925612 4.748748000 1.163981000 18,262,610,499 23,564,092,619 1.29 966 45,607
4.821867744 4.022755000 1.037747000 15,088,625,460 19,217,342,183 1.27 552 42,635
4.654072786 4.726483000 1.131063000 17,864,792,334 23,476,274,408 1.31 1,072 47,976
4.684326246 4.638882000 1.187097000 17,959,447,435 23,581,438,099 1.31 940 46,880
4.610374941 3.757306000 1.108096000 14,781,056,645 19,283,769,114 1.30 477 43,144
4.769857749 4.638423000 1.207350000 18,017,736,586 23,444,408,766 1.30 1,016 47,484
4.594336705 4.581789000 1.202336000 17,679,689,418 23,495,728,184 1.33 923 45,986
