41.323569192 20.069029000 14.648228000 60,478,713,628 52,272,046,300 0.86 798,254 161,745
66.195292759 27.748543000 25.209820000 90,602,384,322 71,933,350,982 0.79 1,579,787 96,884
59.372206456 23.904231000 22.970110000 80,239,619,148 62,860,195,866 0.78 1,405,315 111,173
48.517551078 22.353306000 17.788135000 69,542,416,721 55,675,935,219 0.80 1,043,961 82,821
55.899274767 23.842027000 21.642923000 76,674,696,993 62,060,381,709 0.81 1,242,084 74,348
66.827793421 28.317735000 25.233087000 91,141,500,182 71,843,189,405 0.79 1,579,207 128,339
59.355322586 24.047847000 22.749893000 80,397,818,699 63,047,421,924 0.78 1,404,391 111,829
50.916618961 22.479729000 19.323343000 69,984,986,458 56,190,581,161 0.80 1,049,654 155,725
55.290283351 23.974408000 21.024415000 78,052,098,380 62,236,305,034 0.80 1,238,822 116,757
66.751673240 27.872651000 25.751399000 91,613,634,761 72,152,305,036 0.79 1,579,742 129,750
