27.300943364 10.780520000 8.695770000 48,429,248,688 51,765,902,054 1.07 801,853 100,906
45.631683129 15.324690000 15.405134000 71,781,960,170 71,113,076,550 0.99 1,581,794 119,609
41.735702281 14.020340000 13.936280000 64,556,846,023 62,706,372,946 0.97 1,405,916 114,784
32.633575180 12.241196000 10.432044000 55,165,503,314 55,470,243,622 1.01 1,047,047 98,783
37.496272384 13.781726000 12.404430000 60,451,692,808 61,705,752,758 1.02 1,242,291 126,393
44.756560846 15.147470000 14.745949000 70,581,956,494 70,842,771,773 1.00 1,581,780 119,969
41.264011078 13.637212000 14.140170000 64,222,871,034 62,090,874,854 0.97 1,404,438 95,601
32.377779424 12.550813000 10.474901000 54,802,335,770 55,456,148,306 1.01 1,045,029 87,226
37.357626330 13.388393000 12.647227000 60,480,261,965 61,205,813,469 1.01 1,240,586 99,922
45.185049624 15.645471000 15.094884000 70,258,497,550 71,102,673,003 1.01 1,581,643 116,965
